2025-05-05 10:57:09.1272|Debug|ECommerce.API.Program|init main |URL: |Action: 
2025-05-05 10:57:13.7555|Debug|Microsoft.WebTools.BrowserLink.Net.BrowserLinkMiddleware|Response markup was updated to include Browser Link script injection. |URL: https://localhost/swagger/index.html|Action: 
2025-05-05 10:57:13.7555|Debug|Microsoft.AspNetCore.Watch.BrowserRefresh.BrowserRefreshMiddleware|Response markup was updated to include browser refresh script injection. |URL: https://localhost/swagger/index.html|Action: 
2025-05-05 10:57:13.7555|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBL9O9DP2J" sending DATA frame for stream ID 1 with length 0 and flags END_STREAM. |URL: |Action: 
2025-05-05 10:57:13.7555|Info|Microsoft.AspNetCore.Hosting.Diagnostics|Request finished HTTP/2 GET https://localhost:7295/swagger/index.html - 200 - text/html;charset=utf-8 898.9055ms |URL: https://localhost/swagger/index.html|Action: 
2025-05-05 10:57:13.7874|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBL9O9DP2J" received HEADERS frame for stream ID 3 with length 115 and flags END_STREAM, END_HEADERS, PRIORITY. |URL: |Action: 
2025-05-05 10:57:13.7874|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBL9O9DP2J" received HEADERS frame for stream ID 5 with length 57 and flags END_STREAM, END_HEADERS, PRIORITY. |URL: |Action: 
2025-05-05 10:57:13.7874|Info|Microsoft.AspNetCore.Hosting.Diagnostics|Request starting HTTP/2 GET https://localhost:7295/_framework/aspnetcore-browser-refresh.js - - - |URL: https://localhost/_framework/aspnetcore-browser-refresh.js|Action: 
2025-05-05 10:57:13.7874|Info|Microsoft.AspNetCore.Hosting.Diagnostics|Request starting HTTP/2 GET https://localhost:7295/_vs/browserLink - - - |URL: https://localhost/_vs/browserLink|Action: 
2025-05-05 10:57:13.7874|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBL9O9DP2J" sending HEADERS frame for stream ID 3 with length 60 and flags END_HEADERS. |URL: |Action: 
2025-05-05 10:57:13.7874|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBL9O9DP2J" sending DATA frame for stream ID 3 with length 16384 and flags NONE. |URL: |Action: 
2025-05-05 10:57:13.7874|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBL9O9DP2J" sending DATA frame for stream ID 3 with length 127 and flags NONE. |URL: |Action: 
2025-05-05 10:57:13.7874|Debug|Microsoft.AspNetCore.Watch.BrowserRefresh.BrowserScriptMiddleware|Script injected: /_framework/aspnetcore-browser-refresh.js |URL: https://localhost/_framework/aspnetcore-browser-refresh.js|Action: 
2025-05-05 10:57:13.7874|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBL9O9DP2J" sending DATA frame for stream ID 3 with length 0 and flags END_STREAM. |URL: |Action: 
2025-05-05 10:57:13.7874|Info|Microsoft.AspNetCore.Hosting.Diagnostics|Request finished HTTP/2 GET https://localhost:7295/_framework/aspnetcore-browser-refresh.js - 200 16511 application/javascript;+charset=utf-8 8.4301ms |URL: https://localhost/_framework/aspnetcore-browser-refresh.js|Action: 
2025-05-05 10:57:13.8318|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBL9O9DP2J" sending HEADERS frame for stream ID 5 with length 119 and flags END_HEADERS. |URL: |Action: 
2025-05-05 10:57:13.8318|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBL9O9DP2J" sending DATA frame for stream ID 5 with length 9986 and flags NONE. |URL: |Action: 
2025-05-05 10:57:13.8364|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBL9O9DP2J" sending DATA frame for stream ID 5 with length 10240 and flags NONE. |URL: |Action: 
2025-05-05 10:57:13.8364|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBL9O9DP2J" sending DATA frame for stream ID 5 with length 10240 and flags NONE. |URL: |Action: 
2025-05-05 10:57:13.8364|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBL9O9DP2J" sending DATA frame for stream ID 5 with length 10240 and flags NONE. |URL: |Action: 
2025-05-05 10:57:13.8364|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBL9O9DP2J" sending DATA frame for stream ID 5 with length 10240 and flags NONE. |URL: |Action: 
2025-05-05 10:57:13.8364|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBL9O9DP2J" sending DATA frame for stream ID 5 with length 10240 and flags NONE. |URL: |Action: 
2025-05-05 10:57:13.8364|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBL9O9DP2J" sending DATA frame for stream ID 5 with length 10240 and flags NONE. |URL: |Action: 
2025-05-05 10:57:13.8364|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBL9O9DP2J" sending DATA frame for stream ID 5 with length 10240 and flags NONE. |URL: |Action: 
2025-05-05 10:57:13.8364|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBL9O9DP2J" sending DATA frame for stream ID 5 with length 10240 and flags NONE. |URL: |Action: 
2025-05-05 10:57:13.8364|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBL9O9DP2J" sending DATA frame for stream ID 5 with length 10240 and flags NONE. |URL: |Action: 
2025-05-05 10:57:13.8364|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBL9O9DP2J" sending DATA frame for stream ID 5 with length 10240 and flags NONE. |URL: |Action: 
2025-05-05 10:57:13.8364|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBL9O9DP2J" sending DATA frame for stream ID 5 with length 10240 and flags NONE. |URL: |Action: 
2025-05-05 10:57:13.8364|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBL9O9DP2J" sending DATA frame for stream ID 5 with length 10240 and flags NONE. |URL: |Action: 
2025-05-05 10:57:13.8364|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBL9O9DP2J" sending DATA frame for stream ID 5 with length 10240 and flags NONE. |URL: |Action: 
2025-05-05 10:57:13.8364|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBL9O9DP2J" sending DATA frame for stream ID 5 with length 10240 and flags NONE. |URL: |Action: 
2025-05-05 10:57:13.8364|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBL9O9DP2J" sending DATA frame for stream ID 5 with length 1806 and flags NONE. |URL: |Action: 
2025-05-05 10:57:13.8490|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBL9O9DP2J" sending DATA frame for stream ID 5 with length 0 and flags END_STREAM. |URL: |Action: 
2025-05-05 10:57:13.8490|Info|Microsoft.AspNetCore.Hosting.Diagnostics|Request finished HTTP/2 GET https://localhost:7295/_vs/browserLink - 200 - text/javascript;+charset=UTF-8 59.2823ms |URL: https://localhost/_vs/browserLink|Action: 
2025-05-05 10:57:13.9324|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBL9O9DP2J" received HEADERS frame for stream ID 7 with length 74 and flags END_STREAM, END_HEADERS, PRIORITY. |URL: |Action: 
2025-05-05 10:57:13.9324|Info|Microsoft.AspNetCore.Hosting.Diagnostics|Request starting HTTP/2 GET https://localhost:7295/swagger/v1/swagger.json - - - |URL: https://localhost/swagger/v1/swagger.json|Action: 
2025-05-05 10:57:13.9324|Trace|Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware|All hosts are allowed. |URL: https://localhost/swagger/v1/swagger.json|Action: 
2025-05-05 10:57:13.9324|Debug|Microsoft.AspNetCore.Routing.Matching.DfaMatcher|No candidates found for the request path '/swagger/v1/swagger.json' |URL: https://localhost/swagger/v1/swagger.json|Action: 
2025-05-05 10:57:13.9324|Debug|Microsoft.AspNetCore.Routing.EndpointRoutingMiddleware|Request did not match any endpoints |URL: https://localhost/swagger/v1/swagger.json|Action: 
2025-05-05 10:57:13.9792|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBL9O9DP2J" sending HEADERS frame for stream ID 7 with length 35 and flags END_HEADERS. |URL: |Action: 
2025-05-05 10:57:13.9792|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBL9O9DP2J" sending DATA frame for stream ID 7 with length 7195 and flags NONE. |URL: |Action: 
2025-05-05 10:57:13.9943|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBL9O9DP2J" sending DATA frame for stream ID 7 with length 0 and flags END_STREAM. |URL: |Action: 
2025-05-05 10:57:13.9943|Info|Microsoft.AspNetCore.Hosting.Diagnostics|Request finished HTTP/2 GET https://localhost:7295/swagger/v1/swagger.json - 200 - application/json;charset=utf-8 61.3134ms |URL: https://localhost/swagger/v1/swagger.json|Action: 
2025-05-05 10:57:16.7717|Debug|Microsoft.AspNetCore.Server.Kestrel.Transport.Sockets|Connection id "0HNCBL9O9DP2J" received FIN. |URL: |Action: 
2025-05-05 10:57:16.7717|Debug|Microsoft.AspNetCore.Server.Kestrel.Http2|The connection queue processing loop for 0HNCBL9O9DP2J completed. |URL: |Action: 
2025-05-05 10:57:16.7717|Debug|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBL9O9DP2J" is closed. The last processed stream ID was 7. |URL: |Action: 
2025-05-05 10:57:16.7717|Debug|Microsoft.AspNetCore.Server.Kestrel.Transport.Sockets|Connection id "0HNCBL9O9DP2J" sending FIN because: "The Socket transport's send loop completed gracefully." |URL: |Action: 
2025-05-05 10:57:16.7717|Debug|Microsoft.AspNetCore.Server.Kestrel.Connections|Connection id "0HNCBL9O9DP2J" stopped. |URL: |Action: 
2025-05-05 10:57:21.9980|Debug|Microsoft.AspNetCore.Server.Kestrel.Connections|Connection id "0HNCBL9O9DP2K" accepted. |URL: |Action: 
2025-05-05 10:57:21.9980|Debug|Microsoft.AspNetCore.Server.Kestrel.Connections|Connection id "0HNCBL9O9DP2K" started. |URL: |Action: 
2025-05-05 10:57:21.9980|Debug|Microsoft.AspNetCore.Server.Kestrel.Https.Internal.HttpsConnectionMiddleware|Connection 0HNCBL9O9DP2K established using the following protocol: Tls13 |URL: |Action: 
2025-05-05 10:57:21.9980|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBL9O9DP2K" sending SETTINGS frame for stream ID 0 with length 24 and flags NONE. |URL: |Action: 
2025-05-05 10:57:21.9980|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBL9O9DP2K" sending WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. |URL: |Action: 
2025-05-05 10:57:21.9980|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBL9O9DP2K" received SETTINGS frame for stream ID 0 with length 24 and flags NONE. |URL: |Action: 
2025-05-05 10:57:21.9980|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBL9O9DP2K" sending SETTINGS frame for stream ID 0 with length 0 and flags ACK. |URL: |Action: 
2025-05-05 10:57:21.9980|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBL9O9DP2K" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. |URL: |Action: 
2025-05-05 10:57:21.9980|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBL9O9DP2K" received HEADERS frame for stream ID 1 with length 390 and flags END_STREAM, END_HEADERS, PRIORITY. |URL: |Action: 
2025-05-05 10:57:21.9980|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBL9O9DP2K" received SETTINGS frame for stream ID 0 with length 0 and flags ACK. |URL: |Action: 
2025-05-05 10:57:21.9980|Info|Microsoft.AspNetCore.Hosting.Diagnostics|Request starting HTTP/2 GET https://localhost:7295/api/Product/85 - - - |URL: https://localhost/api/Product/85|Action: 
2025-05-05 10:57:21.9980|Trace|Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware|All hosts are allowed. |URL: https://localhost/api/Product/85|Action: 
2025-05-05 10:57:22.0090|Debug|Microsoft.AspNetCore.Routing.Matching.DfaMatcher|1 candidate(s) found for the request path '/api/Product/85' |URL: https://localhost/api/Product/85|Action: 
2025-05-05 10:57:22.0090|Debug|Microsoft.AspNetCore.Routing.Matching.DfaMatcher|Endpoint 'ECommerce.API.Controllers.ProductController.GetProductByIdAsync (ECommerce.API)' with route pattern 'api/Product/{productId:int}' is valid for the request path '/api/Product/85' |URL: https://localhost/api/Product/85|Action: 
2025-05-05 10:57:22.0090|Debug|Microsoft.AspNetCore.Routing.EndpointRoutingMiddleware|Request matched endpoint 'ECommerce.API.Controllers.ProductController.GetProductByIdAsync (ECommerce.API)' |URL: https://localhost/api/Product/85|Action: GetProductById
2025-05-05 10:57:22.0090|Trace|Microsoft.AspNetCore.Routing.EndpointRoutingMiddleware|The endpoint does not specify the IRequestSizeLimitMetadata. |URL: https://localhost/api/Product/85|Action: GetProductById
2025-05-05 10:57:22.0090|Debug|Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware|Static files was skipped as the request already matched an endpoint. |URL: https://localhost/api/Product/85|Action: GetProductById
2025-05-05 10:57:22.0090|Info|Microsoft.AspNetCore.Routing.EndpointMiddleware|Executing endpoint 'ECommerce.API.Controllers.ProductController.GetProductByIdAsync (ECommerce.API)' |URL: https://localhost/api/Product/85|Action: GetProductById
2025-05-05 10:57:22.0409|Info|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Route matched with {action = "GetProductById", controller = "Product"}. Executing controller action with signature System.Threading.Tasks.Task`1[Microsoft.AspNetCore.Mvc.IActionResult] GetProductByIdAsync(Int32) on controller ECommerce.API.Controllers.ProductController (ECommerce.API). |URL: https://localhost/api/Product/85|Action: GetProductById
2025-05-05 10:57:22.0409|Debug|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Execution plan of authorization filters (in the following order): None |URL: https://localhost/api/Product/85|Action: GetProductById
2025-05-05 10:57:22.0409|Debug|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Execution plan of resource filters (in the following order): None |URL: https://localhost/api/Product/85|Action: GetProductById
2025-05-05 10:57:22.0409|Debug|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Execution plan of action filters (in the following order): Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter (Order: -3000), Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter (Order: -2000) |URL: https://localhost/api/Product/85|Action: GetProductById
2025-05-05 10:57:22.0409|Debug|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Execution plan of exception filters (in the following order): None |URL: https://localhost/api/Product/85|Action: GetProductById
2025-05-05 10:57:22.0409|Debug|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Execution plan of result filters (in the following order): Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter (Order: -2000) |URL: https://localhost/api/Product/85|Action: GetProductById
2025-05-05 10:57:22.0409|Debug|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Executing controller factory for controller ECommerce.API.Controllers.ProductController (ECommerce.API) |URL: https://localhost/api/Product/85|Action: GetProductById
2025-05-05 10:57:22.1338|Debug|Microsoft.EntityFrameworkCore.Infrastructure|An 'IServiceProvider' was created for internal use by Entity Framework. |URL: https://localhost/api/Product/85|Action: GetProductById
2025-05-05 10:57:22.2135|Debug|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Executed controller factory for controller ECommerce.API.Controllers.ProductController (ECommerce.API) |URL: https://localhost/api/Product/85|Action: GetProductById
2025-05-05 10:57:22.2135|Debug|Microsoft.AspNetCore.Mvc.ModelBinding.ParameterBinder|Attempting to bind parameter 'productId' of type 'System.Int32' ... |URL: https://localhost/api/Product/85|Action: GetProductById
